4-[2-phenyl-5,7-bis(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-3-yl]phenol	akt
4-hexylresorcinol	transglutaminase-2
4-hydroxynonenal	mmp-9
40s subunit	p38
4cp	p21
5' phosphatase	ptdins 3,4,5-p3
5,5'-dibrdim	p27
5-asa	indomethacin
5-aza-2'-deoxycytidine	dnmt
5-aza-cdr	p53
5-fluorouracil	p53
5-fluorouracil	txnip
5-ht	cxcl8
5-lipoxygenase	acrolein
54 +/- 13, 37 +/- 4, and 47 +/- 12	insulin
5α-dihydrotestosterone	liver receptor homolog-1 (lrh-1
5α-dihydrotestosterone	lrh-1
6(5h)-phenanthridinone	parp-1
6-aminochrysene	cyp1a1
6-gingerol	nag-1
6-hydroxydopamine	nf-kappab
62-64 kda protein (p62[dok])	ras gtpase-activating protein (rasgap
7,8-benzoflavone	b(a)p-7,8-diol
7-ethoxycoumarin	phenacetin
8-(n,n-diethylamino)-octyl-3,4, 5-trimethoxybenzoate, hydrochloride]	[ca(2+)](i)
8-iso-prostaglandin f(2alpha) (8-iso-pgf(2alpha)	mangiferin
8-iso-prostaglandin f2alpha (8-iso-pgf2 alpha	resveratrol
9,10-dihydro-15-pgj2	akt
[125i]-il-8	cxcr1
[32p]s1p	agr16 (cho-agr16)
[ca(2+)](i)	8-(n,n-diethylamino)-octyl-3,4, 5-trimethoxybenzoate, hydrochloride]
[ca(2+)](i)	cadmium
a-raf kinase	th1
a3-type adenosine receptor	adenosine
a549	epidermal growth factor
abcb6	atp
abcb6	sodium arsenite
abi-1	wave2
acetaldehyde	activator protein-1
acetaldehyde	nuclear factor-kappab
acetaminophen	c-myc
acetaminophen	farnesyltransferase
ach	resveratrol
acrolein	5-lipoxygenase
acrolein	erk1/2, p38, and jnk
acrolein	extracellular signal-regulated kinases 1 and 2
acrolein	mitogen-activated protein kinase
acrolein	muc5ac
acrolein	p38mapk
acteoside	cyclin-dependent protein kinase (cdk)2
acteoside	hl-60
actin	filamin
actin	rac1
actin	rhoa
actin	vinculin
actin-related protein (arp) 2	wave2
actinomycin d	cyclin d1
actinomycin d	jnk
actinomycin d	p38, and extracellular signal-regulated kinase (erk)
actinomycin d- and cycloheximide	ngf
activator protein-1	acetaldehyde
activator protein-1	b[a]pde
activator protein-1	c3g
activator protein-1	ethanol
activin	actr-ib
activin a	busulfan
actr-ib	activin
adam10	e-cadherin
adam10	melittin
adam10	n-cadherin
adenosine	a3-type adenosine receptor
adenosine-2',3'-dialdehyde	adohcy hydrolase
adenylate cyclase	cho-erbeta
adiponectin	nuclear factor (nf)-kappab
adohcy hydrolase	adenosine-2',3'-dialdehyde
adp-ribosylation factor	hpld2
adp-ribosylation factor	pld1
adp-ribosylation factor 6	cytoskeleton
adriamycin	oxygen
affixin	cdc42
affixin	integrin-linked kinase (ilk
affixin	rac1
afg1	cyp2a13
aflatoxins	cyp3a4
aflatoxins b1	pxr
ag1478	src kinase
agr16 (cho-agr16)	[32p]s1p
ah receptor	c-src kinase
ahr	ahr nuclear translocator
ahr	baicalein
ahr	cyclooxygenase-2
ahr	cyp1a1
ahr	cyp1b1
ahr	cyprodinil
ahr	il-1beta
ahr	mucin
ahr	pahs
ahr	peroxisome proliferator-activated receptor-gamma1
ahr nuclear translocator	ahr
ahr/arnt	cyp1a1 enhancer
aiolos	ras
aiolos transcription factor	bcl-2
aip1	tnfr1
akr1a1	benzo(a)pyrene
akr1b1	bortezomib
akr1b1	mg-132
akr1b10	bortezomib
akr1b10	mg-132
akr1c1	bortezomib
akr1c1	mg-132
akr1c3	bortezomib
akr1c3	mg-132
akt	4-[2-phenyl-5,7-bis(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-3-yl]phenol
akt	9,10-dihydro-15-pgj2
akt	ang ii
akt	atm
akt	atm inhibitor
akt	beta1 integrin
akt	chrysin
akt	cisplatin
akt	copper
akt	dieldrin
akt	endosulfan
akt	gab1
akt	hsp90
akt	il-1
akt	insulin
akt	iron
akt	jnk-dependent
akt	k-ras mutant
akt	ku-55933
akt	mdm2
akt	p27
akt	p53
akt	pdgf beta r
akt	phosphatidylinositol-3 kinase-dependent
akt	pten
akt	quercetin
akt	tadalafil
akt	tcdd
akt	tert
akt	tnf
akt	zinc
akt and signal transducer and activator of transcription (stat) pathways	egfr
akt and signal transducer and activator of transcription (stat) pathways	epidermal growth factor receptor
akt kinase	cyclin d1
akt kinase	txa(2) mimetic ibop
akt protein kinase	telomerase
akt-nf-κb	3,3'-diindolylmethane
akt-related kinase akt2	pdgf
akt/protein kinase b	forkhead transcription factors
akt1	ptp inhibitor
akt2	myod
akt2	phosphatidylinositol
akt2	tnfalpha
akt2	tumor necrosis factor alpha
aldo-keto reductases (akr)	pah
alkaline phosphatase	catenin
alkaline phosphatase	pyrophosphate
allitridi	mgc803
allitridi	sgc7901
allopurinol	angiotensin ii-induced cox-2
alpha(1)-ars	p66shc-s(36)
alpha(2)-adrenoceptors	angiotensin ii
alpha(6)beta(4)	erbb2
alpha-catenin	e-cadherin
alpha-catenin	iqgap1
alpha-naphthoflavone	cyp1a1
alpha-sma	curcumin
alpha-sma	et-1
alpha-src-caveolin-1	estrogen receptor alpha-src-caveolin-1
alpha-triol	penos(1177)
alpha1(i) collagen mrna	leptin
alpha1b-ar	alpha1d-ar
alpha1d-ar	alpha1b-ar
alpha4	paxillin
alpha4 integrin	paxillin
alpha4 nachr	rosiglitazone
alpha4 nicotinic acetylcholine receptor	rosiglitazone
alpha7a	domain
alphaiibbeta3	src
alphair3	igf-ir
alphaq subunit	beta5gamma2hf
alphavbeta3 integrin	benzo[a]pyrene
alprenolol	beta-arrestin-mediated
am80	perk-1
amh	type ii serine-threonine kinase transmembrane receptor
amino acid	type i insulin-like growth factor receptor
amino acids	ras
amiodarone	interleukin-6
ammonia	ho-1
amphetamine	extracellular signal-regulated kinase
amphiregulin (areg)	human chorionic gonadotropin (hcg)
ampk	3,4-dms
ampk	cam kinase kinase (camkk)
ampk	resveratrol
amyloid beta peptide	cu(2+)
anandamide	cyclooxygenase-2
and-34	cdc42
and-34	hef1
androgen	resveratrol
androgen receptor	prk1
androgens	cyp19
ang ii	akt
ang ii	ang ii type 1 receptor
ang ii	at1r
ang ii	et-1
ang ii	mitogen-activated protein kinases (mapks)
ang ii type 1 receptor	ang ii
ang ii/at1 receptor	candesartan
ang ii/at1 receptor	losartan
ang1	tie2
ang2(443)	tie2
ang2(443)	tie2 receptor
angiopoietin-1	nerf2
angiopoietin-1	vegf
angiopoietin-2	vegf
angiotensin ii	alpha(2)-adrenoceptors
angiotensin ii	collagen
angiotensin ii	superoxide
angiotensin ii in mouse	il-6
angiotensin ii-induced cox-2	allopurinol
angiotensin ii-induced cox-2	apocynin
angiotensin ii-induced cox-2	tempol
anisomycin	jnk-1
anisomycin	p38
anti-lkm2 antibodies	cytochrome p-450
antigen receptors	ras
ap-1	cadmium
ap-1	egf
ap-1	egfr
ap-1	mitogen-activated protein kinase (mapk)
ap-1	ndga
ap-1	nf-kappab
ap-1 reporter genes	egf
ap-1 reporter genes	recombinant
ap-1/dna	jun protein
ap-2	ap-2 proteins
ap-2	sp1
ap-2 proteins	ap-2
ap1 factor	mekk1
ap1 factor	ras
apaf-1	caspase-9
apap	p53
apc	(gef) asef
apc	apc-binding region (abr)
apc	asef
apc	asef2
apc	beta-catenin
apc	cox-2
apc	gef
apc	n-terminal abr
apc	rac1- and cdc42-specific
apc	rac1- and cdc42-specific guanine
apc	rac1-specific
apc	rac1-specific guanine-nucleotide exchange factor (gef) asef
apc	sh3 domains
apc-binding region (abr)	apc
ape1	pb
apo2/trail	apo2/trail receptor
apo2/trail receptor	apo2/trail
apocynin	angiotensin ii-induced cox-2
apocynin	h2o2
apyrase iii	erk
aqp4	cyp2e1
ar	prk1
ar	troglitazone
ar42j	nicotine
arachidonic acid	pkc zeta
arap3	ptdins(3,4,5)p(3)
arap3	rho gtpases
arctigenin	inos
are/epre	h(2)o(2)
areca quid (aq) related oral squamous cell carcinoma	cox-2
arecoline	bcc-1/kmc
arecoline	hacat
arecoline	il-6
arecoline	interleukin-6
arf	pld1
arf6	erk
arf6	fbx8
arf6	gefs
arf6	kalirin
arf6	kalirin5
arf6	plasma membrane
arf6	rac1
arf6	sema3e-plexin-d1
arf6-gtp	nm23-h1
arf6-gtp	rac1-gdp
arno	galpha(q)
arno	madin
arno	pip3 receptor
aromatase	estrogen
aromatase	estrogens
aromatase	melatonin
aromatase	o,p'-ddt
aromatase	troglitazone
aromatase	vn/14-1
aromatic hydrocarbon receptor	cyclooxygenase-2
aromatic hydrocarbon receptor	pahs
aromatic hydrocarbon receptor ligand 2,3,7,8-tetrachlorodibenzo-p-dioxin	brca-1
arsenic	cytochrome c
arsenic	procarcinogenic enzyme cyclooxygenase-2 (cox-2
arsenic	telomerase
arsenic trioxide	mek
arsenic trioxide	p53
arsenicals methylarsine oxide	c-jun
arsenite	cox-2
arsenite	cyclin d1
arsenite	cyclooxygenase-2
arsenite	erk
arsenite	glut4
arsenite	mitogen-activated protein kinases
arsenite	mitogen-activated protein kinases extracellular signal-regulated kinases 1 and 2 via a mapk kinase 6
arsenite	nf-kappab
arsenite	nuclear factor kappab
arsenite	p38
arsenite	proliferation-associated genes
arsenite	tpl2 kinase
aryl hydrocarbon receptor	cyp1a1
as	egf receptor
as(2)o(3)	cyclins d1 and b1
as(2)o(3)	mapk signal-integrating kinases (mnks) 1
as(3+)	gclc
as(3+)	gclm mrna
as(3+)	jnk
as101	kgf
as2o3	bcl-2
as2o3	p21waf1/cip1 (p21
as2o3 inhibits ligand-induced transcription of the retinoic acid receptor	retinoid x receptor alpha (rxralpha
asbestos	p53
asef	apc
asef2	apc
aspirin	cox
aspirin	te-13
asr2	cip1
astaxanthin	cyclophosphamide
at1r	ang ii
atf-2	c-jun
atm	akt
atm	p53
atm inhibitor	akt
atn-224	copper-dependent enzyme superoxide dismutase 1 (sod1
ato	heme oxygenase-1 (ho-1
ato	tgif
atox1	copper
atox1	cyclin d1
atp	abcb6
atp	glucose transport protein
atp	glut1
atp	oestradiol
atp	pdk1 kinase domain
atp7b	cisplatin
atpgammas	sos2
atr	brca1
atr	hmsh2
atr	zcyp19a1
atra	cox-2
atra	pge2
atypical-pkc	ota
azidothymidine	p14arf
azq	p21
azt	tp
b cell antigen receptor	ptk72
b cell antigen receptor	syk
b(a)p	so(2)
b(a)p-7,8-diol	7,8-benzoflavone
b-cell receptor	b-cell receptor (bcr) complex
b-cell receptor	zap-70
b-cell receptor (bcr) complex	b-cell receptor
b-cell-lymphoma-2	cisplatin
b-raf	c-raf
b-raf	ca(2+)
b-raf	epidermal growth factor
b-raf	epidermal growth factor (egf
b-raf	iqgap1
b-raf	mek-1
b-raf	raf-1
b-raf	rap1
b-raf	ras
b-raf	small g-protein rap1 stimulates mitogen-activated protein kinase
b-raf	small g-proteins
b-raf kinase	pentoxifylline
b-raf kinase	theophylline
b-raf protein isoforms	mek-1
b7-1/cd80	gab2
b[a]pde	activator protein-1
b[a]pde-induced cyclooxygenase-2	cyanidin-3-glucoside
b[a]pde-induced cyclooxygenase-2	fyn kinase
bad	bak
bad	bax
baicalein	ahr
baicalein	cbf1
baicalein	luciferase
baicalin	cbf1
baicalin	luciferase
bak	bad
bap	fla
bap	keap1
bap	tbt
bap- or nutlin-3-induced p53	hdm2
bap- or nutlin-3-induced p53	tcdd-activated hdm2
bapta-am	cas
basic fgf	fgf receptor
basic fibroblast growth factor receptor	grb2
bax	bad
bax	bcl-2
bax	c-jun nh2-terminal kinase
bax	mehgcl
bax	simvastatin
bay 43-9006	caspase
bcc-1/kmc	arecoline
bcl-2	aiolos transcription factor
bcl-2	as2o3
bcl-2	bax
bcl-xl	k-ras
bcl2	mir-497
bcl2	nicotine
bcl₂	p53
bcr	sh2 domain
bdnf	erk5
beas-2b	nnk
benzamide	parp-1
benzene	cox-2
benzo(a)pyrene	akr1a1
benzo(a)pyrene	cyp1a
benzo(a)pyrene	p73
benzo[a]pyrene	alphavbeta3 integrin
benzo[a]pyrene	pcbs
benzo[a]pyrene	tcdd
benzo[e]pyrene	cyp1a1
benzoquinone	hsp90
beta 1, beta 2 and beta 3 integrins	integrin-linked kinase (ilk)-1
beta c at amino acid 763 (beta 763	shc
beta catenin	p53
beta(1)-adrenergic receptor (beta(1)ar	egfr
beta(1)ar	beta-arrestin-mediated
beta(c)	gst-14-3-3
beta(c)	gst-14-3-3zeta
beta-arrestin-mediated	alprenolol
beta-arrestin-mediated	beta(1)ar
beta-arrestin-mediated	carvedilol
beta-arrestin-mediated	g protein
beta-catenin	apc
beta-catenin	beta-catenin/gsk3beta
beta-catenin	cd2+
beta-catenin	cdc42
beta-catenin	e-cadherin
beta-catenin	indomethacin
beta-catenin	iqgap1
beta-catenin	isoreserpine
beta-catenin	licl
beta-catenin	muc1
beta-catenin	p-gp
beta-catenin	pp60(c-src)
beta-catenin	pp60(c-src) kinase
beta-catenin	rac1
beta-catenin	retinol
beta-catenin	sulindac
beta-catenin	tcf4 transcription factor
beta-catenin/gsk3beta	beta-catenin
beta-estradiol	estrogen receptor beta
beta-neuregulin	erbb2/erbb3 receptor
beta-pix	git1
beta1 integrin	akt
beta2-adaptin	clathrin
beta2-adrenoceptor	terbutaline
beta5gamma2hf	alphaq subunit
bezafibrate	erk
bezafibrate	mapk
bha	nrf2
bht	methyl
bht	nf-kappab
bhtooh	c-jun-n-terminal kinase
bicyclol	cisplatin
bisphenol a	leptin receptor
bisphenol a	orphan nuclear receptor nur77
bisphosphonates	pge(2)
bortezomib	akr1b1
bortezomib	akr1b10
bortezomib	akr1c1
bortezomib	akr1c3
bortezomib	histone
bortezomib	raf-1
bovine serum albumin	vdr
box 2 motif collaborate	jak1
bp-gap1	rhoa gtpase
bpa	caspase-3
bpa	estrogen receptors
bpa	g protein-coupled receptor (
bpa	gc-1
bpa	irs-1
bpa	mammalian target of rapamycin (mtor
bpa	mitogen-activated protein kinase
bpa	nur77
bradykinin	protein kinase c isoforms alpha, epsilon, and zeta
bradykinin-induced cyclooxygenase-2	protein kinase c-epsilon
brain-derived neurotrophic factor	erk5
brain-derived neurotrophic factor	morphine
brca-1	aromatic hydrocarbon receptor ligand 2,3,7,8-tetrachlorodibenzo-p-dioxin
brca1	atr
brca1	c-abl
brca1	checkpoint kinase atr
brca1	nmi
brca1	sh3 domain
brf1	protein kinase b (pkb)
bruton's	protein kinase ctheta
bso	nf-kappab
btk	pkctheta
busulfan	activin a
butyrylcholinesterase genes	cyp19 aromatase
c(2)-ceramide	oxidase
c(2)-ceramide	phospholipase d (pld)
c-abl	brca1
c-abl	p73
c-abl	ras
c-cbl	c-mpl
c-cbl	hepatocyte growth factor-induced receptor
c-cbl	slap
c-cbl	sprouty2
c-cbl	tpo
c-fos	erk kinase
c-fos	resveratrol
c-jun	arsenicals methylarsine oxide
c-jun	atf-2
c-jun	iododimethylarsine
c-jun	nepp11
c-jun	p21
c-jun	p21(waf1/cip1) (p21
c-jun	promoter
c-jun	sp1
c-jun and activator transcription factor-2	sapk/jnk
c-jun kinase/stress-activated protein kinase	cd(2+)
c-jun n-terminal kinase	p75
c-jun n-terminal kinase	rac gtpase
c-jun nh(2)-terminal kinase	2
c-jun nh2-terminal kinase	bax
c-jun-amino-terminal kinase	cd
c-jun-n-terminal kinase	bhtooh
c-kit	grb2/c-cbl
c-kit	scf
c-kit	stem cell factor (scf
c-met	phosphatase
c-met	ptp1b
c-mpl	c-cbl
c-myb	p100
c-myb	pim-1 kinase
c-myc	acetaminophen
c-myc	telomerase
c-peptide	na,k-atpase
c-peptide	na,k-atpase α(1)-subunit protein
c-raf	b-raf
c-raf	mek
c-raf	p21-activated kinases (paks)
c-raf	small g-proteins
c-raf	wild-type and mutant
c-raf-1	ksr
c-src	17beta-estradiol-induced estrogen receptor
c-src	cdc42
c-src	cyclin d1
c-src	egfr
c-src	frg
c-src	iqgap1
c-src	mitogen-activated protein kinases (mapks)
c-src	p21waf1
c-src	rptpalpha
c-src and signal transducer and activator of transcription protein 3	ritonavir
c-src kinase	ah receptor
c-src kinase	cdc37-hsp90 complex
c/ebpα	20s proteasomes
c/ebpα	nqo1
c/ebpα	p63
c1 domains of	membrane
c3b	(mcp)
c3b	cd46
c3g	activator protein-1
c3g	r-ras
ca(2+)	b-raf
ca(2+)-calmodulin	tyrosine
ca(2+)/calmodulin-dependent protein kinase	dag
cabp-9k	melatonin
caco-2	resveratrol
cadherin	rac
cadherins	nectins first form cell-cell contact
cadmium	[ca(2+)](i)
cadmium	ap-1
cadmium	cox-2
cadmium	cytochrome p450 enzymes
cadmium	estrogen receptor
cadmium	extracellular signal-regulated kinase 5
cadmium	hif-1
cadmium	hsp27
cadmium	mapks
cadmium	mip-2
cadmium	mkk7
cadmium	nf-κb
cadmium	sek1
cadmium chloride	major mitogen-activated protein kinases (mapks):
cadmium chloride	mitogen-activated protein kinases (mapks): extracellular signal-regulated kinase
caerulein	cyclooxygenase-2
caga	shp-2
calbindin-d9k (cabp-9k)	melatonin during hydrogen peroxide (h(2)o(2))-induced cell death
calcimycin	jnk2
calcimycin	p38 kinase
calcineurin	dscr1
calcineurin	h(2)o(2)
calcium	(pkc)alpha
calcium	calcium/calmodulin-dependent protein kinase ii
calcium	hinv
calcium	pkcdelta
calcium/calmodulin-binding iq domain	calmodulin
calcium/calmodulin-dependent protein kinase ii	calcium
caldag-gefi	rapgef
caldag-gefiii	r-ras
caldag-gefiii	rap1
caldag-gefiii	ras
calmodulin	calcium/calmodulin-binding iq domain
calmodulin	epidermal growth factor receptor
calmodulin	h
calmodulin	human receptor (residues 645-660)
calmodulin	k-ras
calmodulin	k-ras4b
calmodulin	ras
calmodulin (cam)	k-ras
calphostin c	src kinase
cam	k-ras
cam kinase kinase (camkk)	ampk
camp response element-binding protein (creb) transcription factor	(ar)
candesartan	ang ii/at1 receptor
cap	nf-κb
capsaicin	nadph
capsaicin	prostate-specific antigen
capsaicin receptor vr1	protein kinase cepsilon
capsaicinoids	nf-kappab
capsaicinoids	vanilloid receptor type 1 (vr1
car	ddt
carbachol	extracellular signal-regulated kinases 1/2
carboxy	myb
carvedilol	beta-arrestin-mediated
cas	bapta-am
cas	collagen
cas	trap
caspase	bay 43-9006
caspase-3	bpa
caspase-3	maprotiline
caspase-3	msc
caspase-3	resveratrol
caspase-9	apaf-1
caspases-8	cisplatin
catenin	alkaline phosphatase
catenins	e-cadherin-p120
cathepsin d (cd)	pepstatin a
caveolin-1	egfr
caveolin-1	pkcepsilon
cb1 cannabinoid receptor (cb1r)	rap1
cbf1	baicalein
cbf1	baicalin
cbl	lck
ccaat/enhancer binding protein-epsilon (c/ebpepsilon	rig-g
ccl5	ccr5
ccnd2	mir-302b
ccr5	ccl5
ccr5	sod-1
cd	c-jun-amino-terminal kinase
cd	cpla2
cd	cyclins d1
cd	erk-1
cd	erk1/2
cd	luciferase
cd	mitogen-activated protein kinases
cd	mitogen-activated protein kinases (mapk) including extracellular signal-regulated kinase 1/2
cd	p38 mapk
cd	p53
cd	pge2
cd	prolactin
cd	protein kinase c (pkc)
cd	ube2d1
cd(2+)	c-jun kinase/stress-activated protein kinase
cd(2+)	erk
cd(2+)	p38 kinase
cd11c	i3c
cd14	lpa(1)
cd14	tlr4
cd1a	dncb
cd1a	niso(4)
cd2	llck
cd2	t cell receptor
cd2+	beta-catenin
cd28	t cell receptor
cd38	fmlp
cd38	il-8
cd4	leu3a mab
cd4	p56(lck)
cd40	jak3
cd40	p53
cd40 crosslinking	ikappabalpha
cd40 ligand	thrombin
cd44	opn
cd44.erm.actin	ezrin-radixin-moesin
cd45	src family kinase
cd46	c3b
cd56	fgfr
cd85j	ilt2/
cd86	cocl(2)
cd86	niso(4)
cd95	doxorubicin
cd95-ligand	syk kinase
cd95/fas receptor	cd95/fas receptor ligand
cd95/fas receptor ligand	cd95/fas receptor
cdc2	cdkn2d
cdc2	spk2
cdc2	tfdp-1
cdc25 phosphatases	14-3-3 proteins
cdc25 phosphatases	cyclin-dependent kinases
cdc25a	cdc25b phosphatases
cdc25a phosphatase	e2
cdc25b phosphatases	cdc25a
cdc25c	plk1
cdc37-hsp90 complex	c-src kinase
cdc42	affixin
cdc42	and-34
cdc42	beta-catenin
cdc42	c-src
cdc42	ch domain
cdc42	cool-2
cdc42	dock180
cdc42	dock2
cdc42	e-cadherin
cdc42	e-cadherin-mediated cell-cell
cdc42	egf
cdc42	gef
cdc42	gtpases
cdc42	iqgap1
cdc42	nectin
cdc42	netrin-1 receptor dcc
cdc42	phospholipase d1
cdc42	pkcepsilon
cdc42	pld1
cdc42	rac
cdc42	rac1
cdc42	rho-gdp dissociation inhibitor (rhogdi)
cdc42	vav2
cdc42	vav3
cdc42hs	pip2
cdc42hs proteins	gdi proteins
cdc42hs proteins	gtp
cdcl2	erk
cdcl₂	hk-2
cdk2	cisplatin
cdk2	ddt
cdk2	map kinase
cdk6	p21
cdkn2d	cdc2
celecoxib	cox-2
celecoxib	survivin
cell adhesion kinase beta	hic-5
centaurin-alpha(1)	kif13b
ceramidase (hacer2)	sphingosine
ceramide	phospholipase d
ces-2	p53
cftr	nherf1
cftr	pgp modulators
cftr	pkc epsilon
ch domain	cdc42
ch domain	rac1
checkpoint kinase atr	brca1
chk	sh2 domain
chk1	14-3-3 proteins
chk1	p53
cho-erbeta	adenylate cyclase
cholesterol	mitogen-activated protein kinase
chromatin	nutlin-3
chromium	tnf-alpha
chrysene	cyp1a1
chrysin	akt
cinnamaldehyde	glutathione
cinnamaldehyde	nrf2
cinnamaldehyde	prointerleukin-1beta
cip	cox-1
cip1	asr2
cip1	p53
cipa	trka
cirazoline	phosphatidylinositol-3 kinase
cisplatin	-7
cisplatin	akt
cisplatin	atp7b
cisplatin	b-cell-lymphoma-2
cisplatin	bicyclol
cisplatin	caspases-8
cisplatin	cdk2
cisplatin	clptm1l
cisplatin	cyclooxygenase-2
cisplatin	hhr23
cisplatin	i-kappabalpha
cisplatin	jnk
cisplatin	mir-181a
cisplatin	mkk3
cisplatin	p14arf
cisplatin	p38, and extracellular signal-regulated kinase (erk)
cisplatin	p38-mapk
cisplatin	pravastatin
cisplatin	sirt1
cisplatin	stk17a
cisplatin	xpc
cisplatin	znf143
class iii hdacs)	splitomicin
clathrin	beta2-adaptin
clonidine	il-10
clptm1l	cisplatin
cn-i	mcn-i
cne-2	paclitaxel
cocaine	histone h4
cocl(2)	cd86
cocl(2)	pld
cocl2) or 30 microm co-protoporphyrin ix	ho-1
col2a1	ifn-gamma
collagen	angiotensin ii
collagen	cas
collagen	nerve growth factor
collagen (collagen types i-vi and ix)	n-cam 110
connective tissue growth factor gene	curcumin
connexin43	tolbutamide
cool-2	cdc42
cool-2	pleckstrin homology domains
copper	akt
copper	atox1
copper	sr-a receptor
copper-dependent enzyme superoxide dismutase 1 (sod1	atn-224
cortactin	src
corticosteroids	cox-2
corticosterone	cox-2
coumestrol	daidzein
coumestrol	genistein
coumestrol	glycitein
coumestrol	resveratrol
cox	aspirin
cox-1	cip
cox-1	indomethacin
cox-2	(cox)-1
cox-2	apc
cox-2	areca quid (aq) related oral squamous cell carcinoma
cox-2	arsenite
cox-2	atra
cox-2	benzene
cox-2	cadmium
cox-2	celecoxib
cox-2	corticosteroids
cox-2	corticosterone
cox-2	cox-2 inhibitor ns-398
cox-2	cycloheximide
cox-2	cyclooxygenase (cox)-1-
cox-2	daidzein
cox-2	egcg
cox-2	equol
cox-2	estrogen
cox-2	flavonoids
cox-2	flurbiprofen
cox-2	furosemide
cox-2	genistein
cox-2	glucosamine
cox-2	hur
cox-2	i-r
cox-2	il-1beta
cox-2	immediate-early gene
cox-2	indomethacin
cox-2	manganese
cox-2	mitragynine
cox-2	morin
cox-2	msp
cox-2	p21
cox-2	pcb126
cox-2	phorbol 12-myristate 13-acetate
cox-2	piceatannol
cox-2	pla2
cox-2	pld2 isozymes
cox-2	progesterone
cox-2	rbitc
cox-2	resveratrol
cox-2	s1p
cox-2	sc58236
cox-2	sodium salicylate
cox-2	spla2r
cox-2	styrene
cox-2	toluene
cox-2	tpa
cox-2	trichothecenes
cox-2	zebrafish
cox-2	zinc
cox-2 inhibitor ns-398	cox-2
cpla2	cd
cpt	nf-kappab
cpz	p21(waf1/cip1
cr(vi)	p47(phox)
creb	lovastatin
creb	mitogen-activated protein kinase
creb	mitogen-activated protein kinase-extracellular receptor kinase
creb-mediated gene	lovastatin
creb/activating transcription factor binding region	star
crk	jnk
crk proteins	paxillin
crk sh2-domain	p130(cas)
crkii	shc
crkl	gab1
crkl	sh3 domain
csa	nrf2
csk	src
cu	h2o2
cu	jnk protein
cu(2+)	amyloid beta peptide
curcumin	alpha-sma
curcumin	connective tissue growth factor gene
curcumin	cyclin dependent kinase inhibitor
curcumin	cyclin-dependent kinase inhibitor p21(waf1/cip1
curcumin	hydrogen peroxide
curcumin	mdm2
curcumin	nf-kappab
curcumin	nuclear factor-kappab-mediated cytokine
curcumin	ppargamma
curcumin	quartz
curcuminoids	ho-1
cxc chemokine receptor-4	stromal cell-derived factor-1 (sdf-1
cxcl8	5-ht
cxcl8	egfr
cxcr-4	sdf-1alpha
cxcr1	[125i]-il-8
cxcr1	il-8
